StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q7,1_Q2,2_Q2,3_Q2,4_Q2,5_Q2,6_Q2,7_Q2,8_Q2,9_Q2,10_Q2,11_Q2,12_Q2,13_Q2,14_Q2,15_Q2,16_Q2,17_Q2,18_Q2,19_Q2,20_Q2,21_Q2,22_Q2,23_Q2,24_Q2,25_Q2,26_Q2,27_Q2,28_Q2,29_Q2,30_Q2,31_Q2,32_Q2,33_Q2,34_Q2,35_Q2,36_Q2,37_Q2,38_Q2,39_Q2,40_Q2,41_Q2,42_Q2,43_Q2,44_Q2,45_Q2,46_Q2,47_Q2,48_Q2,49_Q2,50_Q2,Q13,Q11,Q13,Q15,WBLID,Session,Payment,Bonus,Retake,Complete
2021-02-10 12:08:51,2021-02-10 12:11:29,IP Address,100,158,True,2021-02-10 12:11:30,R_2tmLHPVhybmbGW4,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,,Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58367,120130,5 Amazon Gift Card,0,False,2021-02-10T12:11:29-05:00
2021-02-10 12:07:42,2021-02-10 12:12:52,IP Address,100,310,True,2021-02-10 12:12:52,R_31du0XqduW7cB4S,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63703,120130,5 Amazon Gift Card,0,False,2021-02-10T12:12:52-05:00
2021-02-10 12:08:35,2021-02-10 12:13:12,IP Address,100,276,True,2021-02-10 12:13:12,R_0cGqB79FY90GLQd,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,52012,120130,5 Amazon Gift Card,0,False,2021-02-10T12:13:12-05:00
2021-02-10 12:06:11,2021-02-10 12:13:39,IP Address,100,447,True,2021-02-10 12:13:39,R_27kD50qx7vgEQBv,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60512,120130,5 Amazon Gift Card,0,False,2021-02-10T12:13:39-05:00
2021-02-10 11:54:14,2021-02-10 12:14:05,IP Address,100,1191,True,2021-02-10 12:14:06,R_bPnIVYdFgF27S1j,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,"I was familiar with some of the brands, but not most of the brands",United States,4-10 years,18-24,49191,120130,5 Amazon Gift Card,0,False,2021-02-10T12:14:05-05:00
2021-02-10 12:12:29,2021-02-10 12:16:42,IP Address,100,252,True,2021-02-10 12:16:42,R_7ZDzGTXYzO1v2MN,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51103,120130,5 Amazon Gift Card,0,False,2021-02-10T12:16:41-05:00
2021-02-10 12:14:51,2021-02-10 12:17:32,IP Address,100,160,True,2021-02-10 12:17:32,R_3F3Wz6o0g4rcyAe,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,"I was familiar with some of the brands, but not most of the brands",United States,1-4 years,18-24,63690,120130,5 Amazon Gift Card,0,False,2021-02-10T12:17:32-05:00
2021-02-10 12:13:04,2021-02-10 12:17:32,IP Address,100,268,True,2021-02-10 12:17:33,R_3jZeDqPUYjNivt0,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51099,120130,5 Amazon Gift Card,0,False,2021-02-10T12:17:32-05:00
2021-02-10 12:15:01,2021-02-10 12:18:28,IP Address,100,207,True,2021-02-10 12:18:29,R_1Gvp3m6np6htWWz,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58511,120130,5 Amazon Gift Card,0,False,2021-02-10T12:18:28-05:00
2021-02-10 12:11:36,2021-02-10 12:18:54,IP Address,100,438,True,2021-02-10 12:18:55,R_1rjreGIWv8BqiDI,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,4-10 years,18-24,47965,120130,5 Amazon Gift Card,0,False,2021-02-10T12:18:54-05:00
2021-02-10 11:54:41,2021-02-10 12:20:02,IP Address,100,1520,True,2021-02-10 12:20:02,R_31gvx0wPExNha8L,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,49472,120130,5 Amazon Gift Card,0,False,2021-02-10T12:20:02-05:00
2021-02-10 12:18:51,2021-02-10 12:20:53,IP Address,100,122,True,2021-02-10 12:20:54,R_PMuv1YrkAmgocw1,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60099,120130,5 Amazon Gift Card,0,False,2021-02-10T12:20:53-05:00
2021-02-10 12:14:41,2021-02-10 12:21:41,IP Address,100,419,True,2021-02-10 12:21:41,R_11d8po9n8D10qSA,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},,,"I was familiar with some of the brands, but not most of the brands",United States,4-10 years,18-24,58191,120130,5 Amazon Gift Card,0,False,2021-02-10T12:21:41-05:00
2021-02-10 12:14:39,2021-02-10 12:22:09,IP Address,100,449,True,2021-02-10 12:22:09,R_xgRTdCVYX3PYqXf,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63051,120130,5 Amazon Gift Card,0,False,2021-02-10T12:22:09-05:00
2021-02-10 12:17:50,2021-02-10 12:23:20,IP Address,100,330,True,2021-02-10 12:23:21,R_2YWjglgdSDCKMGP,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,36664,120130,5 Amazon Gift Card,0,False,2021-02-10T12:23:20-05:00
2021-02-10 12:19:31,2021-02-10 12:24:19,IP Address,100,288,True,2021-02-10 12:24:20,R_1hQEOkiVpW8cnGn,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51544,120130,5 Amazon Gift Card,0,False,2021-02-10T12:24:19-05:00
2021-02-10 12:19:31,2021-02-10 12:25:26,IP Address,100,354,True,2021-02-10 12:25:26,R_31u6wxCXnHEk2WN,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,48562,120130,5 Amazon Gift Card,0,False,2021-02-10T12:25:26-05:00
2021-02-10 10:15:47,2021-02-10 12:26:00,IP Address,100,7813,True,2021-02-10 12:26:01,R_tXQUqS5uc4kXqO5,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63403,120130,5 Amazon Gift Card,0,False,2021-02-10T12:26:00-05:00
2021-02-10 12:19:05,2021-02-10 12:26:10,IP Address,100,424,True,2021-02-10 12:26:10,R_2dBniLxtL95PmQB,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,58265,120130,5 Amazon Gift Card,0,False,2021-02-10T12:26:10-05:00
2021-02-10 12:17:01,2021-02-10 12:26:14,IP Address,100,553,True,2021-02-10 12:26:15,R_3hFT5MZ6kjFAHX8,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,,,,,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,48845,120130,5 Amazon Gift Card,0,False,2021-02-10T12:26:14-05:00
2021-02-10 12:23:21,2021-02-10 12:28:21,IP Address,100,300,True,2021-02-10 12:28:22,R_20NiE4J3mi7B8a6,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,48758,120130,5 Amazon Gift Card,0,False,2021-02-10T12:28:21-05:00
2021-02-10 12:24:33,2021-02-10 12:28:40,IP Address,100,247,True,2021-02-10 12:28:41,R_sGWStWX5UeOANRn,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,52252,120130,5 Amazon Gift Card,0,False,2021-02-10T12:28:40-05:00
2021-02-10 12:20:55,2021-02-10 12:28:55,IP Address,100,480,True,2021-02-10 12:28:56,R_1kFZkhoY6qbIbES,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,61885,120130,5 Amazon Gift Card,0,False,2021-02-10T12:28:55-05:00
